Gene_name	Cilia_comments	Cilium_comments	Centrosome_comments	Flagella_comments	Flagellum_comments	Cilia	Cilium	Centrosome	Flagella	Flagellum
RPL32	NA	NA	centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
PTPRG	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IL17RD	Ciliated cells - Cilium assembly	Ciliated cells - Cilium assembly	NA	NA	NA	YES	YES	NO	NO	NO
SHQ1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC25A26	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
UBA3	NA	NA	Mainly localized to the plasma membrane & cytosol. In addition localized to the nucleoplasm & centrosome.,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
ARL6IP5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LRIG1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
LRTM1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AC073896.1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LIMD1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF660	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NFKBIZ	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
COL8A1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
NXPE3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ADGRG7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MYH15	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PHLDB2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
ABHD10	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TAGLN3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PLA1A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RABL3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ADPRH	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IGSF11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ATG3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NR1I2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BOC	Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
SRPRB	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM108	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AGTR1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MED12L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EIF2A	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
ALDH1L1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OSBPL11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRPC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NCEH1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPATA16	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAM86B2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LPP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM44	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RUBCN	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Strong cytoplasmic positivity was observed in subset of immune cells in several tissues including spleen and bone marrow. Leydig cells showed strong nuclear staining. Bronchus, fallopian tubes and cervical glands displayed distinct staining in the cilia. Remaining normal tissues were negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
AMT	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TCTA	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NICN1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
UCN2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DCAF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MANF	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
STXBP5L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EAF2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ILDR1	Respiratory ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
TM4SF19	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MUC4	Respiratory ciliated cells,Strong cytoplasmic positivity was observed in goblet cells in gastrointestinal tract, maturing spermatides in testis, cilia of respiratory epithelia and cervical glands. Remaining normal tissues were in general weakly stained or negative.	NA	NA	NA	NA	YES	NO	NO	NO	NO
SLIT2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EIF2B5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AHSG	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ECE2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
VWA5B2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DGKQ	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FIP1L1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
SLC26A1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LYAR	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CENPC	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EPHA5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CORIN	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ATP10D	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
OCIAD2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC10A4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC10A6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SCD5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PLAC8	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Respiratory ciliated cells,Spleen, bone marrow poietic cells and lymphoid cells outside reaction center showed strong cytoplasmic immunoreactivity. Salivary gland, gall bladder, pancreatic islets, prostate and uterine glands displayed strong cytoplasmic positivity with a granular pattern. Distinct membranous staining sometimes with additional granular cytoplasmic positivity was observed in gastrointestinal tract. Cilia of fallopian tube and respiratory epithelia were strongly stained. Remaining normal tissues showed moderate granular staining in a fraction of cell or were negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Moderate to strong cytoplasmic positivity was mainly observed in subsets of immune cells in lymphoid and peripheral tissues. Strong staining was also observed in cilia of bronchus and fallopian tube and in luminal membranes of gastrointestinal tract.	NA	NA	NA	NA	YES	NO	NO	NO	NO
ENOPH1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CABS1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GC	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRMT10A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KLHL8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SNCA	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PYURF	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TBCK	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CAMK2D	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CISD2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DDIT4L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ANK2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
TIFA	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPATA5	NA	NA	NA	NA	Spermatids - Flagellum & Golgi organization	NO	NO	NO	NO	YES
FABP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CCNA2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
METTL14	NA	NA	NA	NA	Spermatids - Flagellum & Golgi organization	NO	NO	NO	NO	YES
USP53	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SETD7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NAF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MARCHF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SFRP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RPS3A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RNF175	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PDGFC	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CBR4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GLRA3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CYP4V2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ROPN1L	Expression in cells of seminiferous ducts and cilia of fallopian tube, respiratory tract and uterus.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells - Cilium organization,Ciliated cells of fallopian tube and respiratory epithelia were distinctly stained. Goblet cells of intestinal tract and subset of cells in seminiferous ducts exhibited moderate cytoplasmic positivity. Squamous epithelia displayed weak to moderate  staining. Remaining normal tissues negative.,Cilia of respiratory tract and fallopian tube along with a subset of cells in uterine gland showed strong positivity. A subset of cells in intestinal tract exhibited strong cytoplasmic staining while renal tubules and cells in seminiferus ducts displayed moderate immunoreactivity. Remaining normal tissues were negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
NDUFS6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MARCHF6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NKD2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CDH18	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ADAMTS16	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SRD5A1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
MYO10	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OTULINL	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RPL37	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SKP2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
OSMR	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
UGT3A1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PLK2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SHISAL2B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GZMA	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PIK3R1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HAPLN1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LHFPL2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SSBP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BHMT	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ANKRD31	NA	NA	Mainly localized to the nucleoplasm & centrosome. In addition localized to the nucleoli & vesicles.,centrosome,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
IQGAP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CRHBP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RASA1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Strong cytoplasmic staining was found in trophoblastic cells and ciliated cells. Remaining tissues were in general negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
LIX1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GIN1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PPIP5K2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PAM	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
BDP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GTF2H2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC30A5	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
BTF3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FBXL17	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPATA9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TSLP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TNFAIP8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FEM1C	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
COMMD10	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
ATG12	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MEGF10	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ADAMTS19	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
YIPF5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ARHGAP26	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Most normal tissues displayed weak to moderate cytoplasmic positivity, with additional membranous/nuclear staining in few cases. Purkinje cells, chondrocytes along with ciliated cells of bronchus and fallopian tube were strongly stained. Bone marrow, liver, glial cells and skeletal myocytes were negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CXCL14	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LECT2	NA	NA	NA	NA	Spermatids - Flagellum & Golgi organization	NO	NO	NO	NO	YES
SLC25A48	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DDX46	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IL9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TIMD4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RNF145	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C1QTNF2	NA	NA	Localized to the Golgi apparatus & centrosome.,centrosome,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
GABRA6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GABRB2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
